sample_id,ground_truth,classical_prediction,hybrid_prediction,classical_score,hybrid_score,classical_classification,hybrid_classification
124,0,0,1,0.5806828737258911,0.9686541557312012,TN,FP
125,0,0,1,0.49264419078826904,0.9455563426017761,TN,FP
126,0,0,1,0.4929254949092865,0.9531942009925842,TN,FP
127,0,0,1,0.4895573854446411,0.9673404693603516,TN,FP
128,0,0,1,0.4897710680961609,0.9702132344245911,TN,FP
129,0,0,1,0.49122750759124756,0.942057728767395,TN,FP
130,0,0,1,0.49703314900398254,0.9052006602287292,TN,FP
131,0,0,1,0.492818146944046,0.8737062215805054,TN,FP
132,0,0,1,0.5005859136581421,0.9209049344062805,TN,FP
133,0,0,1,0.5104848146438599,0.9269648194313049,TN,FP
134,0,0,1,0.5047820806503296,1.222029447555542,TN,FP
135,0,0,1,0.4967100918292999,1.2847890853881836,TN,FP
136,0,0,1,0.5027105212211609,1.2024286985397339,TN,FP
137,0,0,1,0.48921898007392883,1.3140145540237427,TN,FP
138,0,0,1,0.5065659880638123,1.180301547050476,TN,FP
139,0,0,1,0.4827955663204193,1.1501526832580566,TN,FP
140,0,0,1,0.48346763849258423,1.2326558828353882,TN,FP
141,0,0,1,0.47083213925361633,1.1543564796447754,TN,FP
142,0,0,1,0.4715941548347473,1.21499502658844,TN,FP
143,0,0,1,0.4705020487308502,1.1753718852996826,TN,FP
144,0,0,1,0.4657841622829437,1.1741024255752563,TN,FP
145,0,0,1,0.46803736686706543,0.5768890380859375,TN,FP
146,0,0,1,0.4605621099472046,1.149234652519226,TN,FP
147,0,0,1,0.4674362242221832,1.1440505981445312,TN,FP
148,0,0,1,0.4736091196537018,1.3612655401229858,TN,FP
149,0,0,1,0.4650465250015259,0.5570138692855835,TN,FP
150,0,0,1,0.4643096923828125,0.7964733242988586,TN,FP
151,0,0,1,0.47559767961502075,1.1312731504440308,TN,FP
152,0,0,1,0.4787270426750183,1.1348280906677246,TN,FP
153,0,0,1,0.47901734709739685,1.1167434453964233,TN,FP
154,0,0,1,0.4830612540245056,1.1222255229949951,TN,FP
155,0,0,1,0.4903499484062195,1.1438449621200562,TN,FP
156,0,0,1,0.486388236284256,1.0787235498428345,TN,FP
157,0,0,1,0.49843063950538635,0.9873722195625305,TN,FP
158,0,0,1,0.49190396070480347,1.0546574592590332,TN,FP
159,0,0,1,0.4935420751571655,1.042830228805542,TN,FP
160,0,0,1,0.494119256734848,1.0819767713546753,TN,FP
161,0,0,1,0.5112915635108948,1.1182034015655518,TN,FP
162,0,0,1,0.5371379852294922,1.0389530658721924,TN,FP
163,0,0,1,0.4985887408256531,1.1114720106124878,TN,FP
164,0,0,1,0.5152302980422974,1.098392128944397,TN,FP
165,0,0,1,0.5177431702613831,1.013606071472168,TN,FP
166,0,0,1,0.5159225463867188,1.0579167604446411,TN,FP
167,0,0,1,0.5072134733200073,1.1076936721801758,TN,FP
168,0,0,1,0.5068212747573853,1.0659959316253662,TN,FP
169,0,0,1,0.5103558897972107,0.9861775040626526,TN,FP
170,0,0,1,0.506658673286438,1.0383886098861694,TN,FP
171,0,0,1,0.5078564882278442,1.0618482828140259,TN,FP
172,0,0,1,0.5118846297264099,0.9638417959213257,TN,FP
173,0,0,1,0.5114508271217346,0.998614490032196,TN,FP
174,0,0,1,0.5106363296508789,0.9641837477684021,TN,FP
175,0,0,1,0.507315993309021,0.9561249017715454,TN,FP
176,0,0,1,0.4943183958530426,0.9643591046333313,TN,FP
177,0,0,1,0.5012720823287964,0.9543260335922241,TN,FP
178,0,0,1,0.5069596171379089,1.0335021018981934,TN,FP
179,0,0,1,0.5044121742248535,0.9698526859283447,TN,FP
180,0,0,1,0.5114141702651978,0.9900090098381042,TN,FP
181,0,0,1,0.5037847757339478,0.9272150993347168,TN,FP
182,0,0,1,0.4930809438228607,0.8955219388008118,TN,FP
183,0,0,1,0.49834349751472473,0.5210755467414856,TN,FP
184,0,0,1,0.5071982145309448,0.5335322618484497,TN,FP
185,0,0,1,0.4978002905845642,0.528062641620636,TN,FP
186,0,0,1,0.5020578503608704,0.5211507081985474,TN,FP
187,0,0,1,0.4932670593261719,0.5279901623725891,TN,FP
188,0,0,1,0.5011117458343506,0.5130882263183594,TN,FP
189,0,0,1,0.49477165937423706,0.5238735675811768,TN,FP
190,0,0,1,0.49814483523368835,0.5200821161270142,TN,FP
191,0,0,1,0.5076195597648621,0.5320178270339966,TN,FP
192,0,0,1,0.5171045064926147,0.5307701826095581,TN,FP
193,0,0,1,0.5062388777732849,0.529194176197052,TN,FP
194,0,0,1,0.5059106945991516,0.5319972634315491,TN,FP
195,0,0,1,0.5082094669342041,0.5307289361953735,TN,FP
196,0,0,1,0.523235559463501,0.5261594653129578,TN,FP
197,0,0,1,0.5092163681983948,0.5495918393135071,TN,FP
198,0,0,1,0.5009332299232483,0.521970808506012,TN,FP
199,0,0,1,0.5011672377586365,0.5220869183540344,TN,FP
200,0,0,1,0.4952073395252228,0.5366119146347046,TN,FP
201,0,0,1,0.49449923634529114,1.3018124103546143,TN,FP
202,0,0,1,0.49925631284713745,1.2405673265457153,TN,FP
203,0,0,1,0.4911786913871765,1.2243508100509644,TN,FP
204,0,0,1,0.5038048624992371,0.5586994290351868,TN,FP
205,0,0,1,0.5066495537757874,0.8407491445541382,TN,FP
206,0,0,1,0.5023999214172363,1.2424277067184448,TN,FP
207,0,0,1,0.5057862997055054,1.2269198894500732,TN,FP
208,0,0,1,0.5286442041397095,1.2411298751831055,TN,FP
209,0,0,1,0.5102466940879822,1.2087892293930054,TN,FP
210,0,0,1,0.5001437664031982,1.2111129760742188,TN,FP
211,0,0,1,0.5302647352218628,1.2275525331497192,TN,FP
212,0,0,1,0.5092179775238037,1.2100945711135864,TN,FP
213,0,0,1,0.506834864616394,1.176703929901123,TN,FP
214,0,0,1,0.5045789480209351,1.242620825767517,TN,FP
215,0,0,1,0.49848368763923645,1.1944624185562134,TN,FP
216,0,0,1,0.5009356141090393,1.189283013343811,TN,FP
217,0,0,1,0.5039911270141602,1.1883330345153809,TN,FP
218,0,0,1,0.5077512264251709,1.3382338285446167,TN,FP
219,0,0,1,0.5016857385635376,0.5801386833190918,TN,FP
220,0,0,1,0.5094530582427979,1.2361664772033691,TN,FP
221,0,0,1,0.5236257314682007,0.6266313195228577,TN,FP
222,0,0,1,0.5000659227371216,1.125188946723938,TN,FP
223,0,0,1,0.5030196309089661,1.125851035118103,TN,FP
224,0,0,1,0.4925747811794281,1.4357486963272095,TN,FP
225,0,0,1,0.5618956089019775,1.1029930114746094,TN,FP
226,0,0,1,0.4903600215911865,1.4409915208816528,TN,FP
227,0,0,1,0.49343085289001465,1.1236892938613892,TN,FP
228,0,0,1,0.5169855356216431,0.5534031391143799,TN,FP
229,0,0,1,0.4981399476528168,1.2032657861709595,TN,FP
230,0,0,1,0.5027696490287781,1.1593910455703735,TN,FP
231,0,0,1,0.5102881789207458,0.7587558627128601,TN,FP
232,0,0,1,0.5150031447410583,1.0867799520492554,TN,FP
233,0,0,1,0.5112852454185486,1.07713782787323,TN,FP
234,0,0,1,0.5113259553909302,1.3942927122116089,TN,FP
235,0,0,1,0.516166090965271,1.0609996318817139,TN,FP
236,0,0,1,0.5106269717216492,1.0547778606414795,TN,FP
237,0,0,1,0.511599063873291,1.040889024734497,TN,FP
238,0,0,1,0.524846613407135,1.0657896995544434,TN,FP
239,0,0,1,0.5690339803695679,0.9435639977455139,TN,FP
240,0,0,1,0.5484240651130676,0.9760342240333557,TN,FP
241,0,0,1,0.6088626980781555,0.9404725432395935,TN,FP
242,0,0,1,0.5591452121734619,0.9304530620574951,TN,FP
243,0,0,1,0.5635307431221008,0.9711959958076477,TN,FP
244,0,0,1,0.5813478231430054,0.943560779094696,TN,FP
245,0,0,1,0.572074294090271,0.962882399559021,TN,FP
246,0,0,1,0.5665868520736694,0.9703816771507263,TN,FP
247,0,0,1,0.5445311665534973,1.0266327857971191,TN,FP
248,0,0,1,0.609524667263031,0.934156060218811,TN,FP
249,0,0,1,0.5608451962471008,0.9472776055335999,TN,FP
250,0,0,1,0.5919654965400696,0.9717255234718323,TN,FP
251,0,0,1,0.55913907289505,0.9670695662498474,TN,FP
252,0,0,1,0.5556841492652893,0.9856154918670654,TN,FP
253,0,0,1,0.53470778465271,0.962583601474762,TN,FP
254,0,0,1,0.536104142665863,0.9232712388038635,TN,FP
255,0,0,1,0.5220053791999817,0.9161757826805115,TN,FP
256,0,0,1,0.5223312377929688,0.9208044409751892,TN,FP
257,0,0,1,0.5355234742164612,0.867037832736969,TN,FP
258,0,0,1,0.5200680494308472,0.9030440449714661,TN,FP
259,0,0,1,0.5261515974998474,0.8979775309562683,TN,FP
260,0,0,1,0.5318394303321838,0.8625757694244385,TN,FP
261,0,0,1,0.5283209681510925,0.9027535319328308,TN,FP
262,0,0,1,0.4841858148574829,0.9274824261665344,TN,FP
263,0,0,1,0.4911891222000122,0.8704795837402344,TN,FP
264,0,0,1,0.49365121126174927,0.85332852602005,TN,FP
265,0,0,1,0.5019749999046326,0.8505051136016846,TN,FP
266,0,0,1,0.5060268640518188,0.8162829875946045,TN,FP
267,0,0,1,0.514853298664093,0.856152355670929,TN,FP
268,0,0,1,0.5139722228050232,0.8320614099502563,TN,FP
269,0,0,1,0.5252491235733032,0.8430433869361877,TN,FP
270,0,0,1,0.4955117702484131,0.8429820537567139,TN,FP
271,0,0,1,0.5021260976791382,0.8544646501541138,TN,FP
272,0,0,1,0.4969882667064667,0.8307527899742126,TN,FP
273,0,0,1,0.5186507701873779,0.8698460459709167,TN,FP
274,0,0,1,0.5315442681312561,0.811798632144928,TN,FP
275,0,0,1,0.5223720073699951,0.8423714637756348,TN,FP
276,0,0,1,0.5067452192306519,0.9007720947265625,TN,FP
277,0,0,1,0.4937726557254791,0.8124483227729797,TN,FP
278,0,0,1,0.5310990214347839,0.8508507013320923,TN,FP
279,0,0,1,0.5234674215316772,0.8637863993644714,TN,FP
280,0,0,1,0.5148702263832092,0.816180944442749,TN,FP
281,0,0,1,0.49441996216773987,0.8839470148086548,TN,FP
282,0,0,1,0.5163182616233826,0.8770714402198792,TN,FP
283,0,0,1,0.5316762328147888,0.8078854084014893,TN,FP
284,0,0,1,0.5087006092071533,0.8332157135009766,TN,FP
285,0,0,1,0.5544978380203247,0.8541595339775085,TN,FP
286,0,0,1,0.4862004518508911,0.8404955267906189,TN,FP
287,0,0,1,0.5002911686897278,0.8006891012191772,TN,FP
288,0,0,1,0.48695576190948486,0.789081871509552,TN,FP
289,0,0,1,0.49626851081848145,0.7992498278617859,TN,FP
290,0,0,1,0.5046030282974243,0.768474280834198,TN,FP
291,0,0,1,0.4747927784919739,0.8187524676322937,TN,FP
292,0,0,1,0.4981365203857422,0.7846015691757202,TN,FP
293,0,0,1,0.4812120795249939,0.7693302035331726,TN,FP
294,0,0,1,0.49552932381629944,0.7793899774551392,TN,FP
295,0,0,1,0.47780436277389526,0.781684160232544,TN,FP
296,0,0,1,0.5194638967514038,0.7345167398452759,TN,FP
297,0,0,1,0.4679768681526184,0.7433651685714722,TN,FP
298,0,0,1,0.4872872531414032,0.7453379034996033,TN,FP
299,0,0,1,0.5072143077850342,0.7610542178153992,TN,FP
300,0,0,1,0.5244705677032471,0.720350444316864,TN,FP
301,0,0,1,0.5158032178878784,0.7895164489746094,TN,FP
302,0,0,1,0.5075778365135193,0.7398800849914551,TN,FP
303,0,0,1,0.4915946125984192,0.7507376670837402,TN,FP
304,0,0,1,0.5069156885147095,0.7077622413635254,TN,FP
305,0,0,1,0.5040243864059448,0.7559958696365356,TN,FP
306,0,0,1,0.4884239435195923,0.6908566355705261,TN,FP
307,0,0,1,0.526412308216095,0.7040724158287048,TN,FP
308,0,0,1,0.5195815563201904,0.6764492988586426,TN,FP
309,0,0,1,0.49961844086647034,0.6969299912452698,TN,FP
310,0,0,1,0.49676522612571716,0.6641387343406677,TN,FP
311,0,0,1,0.5117586255073547,0.6636430621147156,TN,FP
312,0,0,1,0.5086166262626648,0.7067248821258545,TN,FP
313,0,0,1,0.5117177367210388,0.6636077761650085,TN,FP
314,0,0,1,0.5180145502090454,0.6643297672271729,TN,FP
315,0,0,1,0.5034287571907043,0.6826345920562744,TN,FP
316,0,0,1,0.5093275308609009,0.6707552075386047,TN,FP
317,0,0,1,0.5099206566810608,0.6818774342536926,TN,FP
318,0,0,1,0.5189599394798279,0.6437679529190063,TN,FP
319,0,0,1,0.5167904496192932,0.656399667263031,TN,FP
320,0,0,1,0.5097366571426392,0.6392041444778442,TN,FP
321,0,0,1,0.5555161237716675,0.6326131820678711,TN,FP
322,0,0,1,0.5192160606384277,0.6527494192123413,TN,FP
323,0,0,1,0.5130733847618103,0.6232143044471741,TN,FP
324,0,0,1,0.5180732011795044,0.6315864324569702,TN,FP
325,0,0,1,0.5934311151504517,0.6513445377349854,TN,FP
326,0,0,1,0.5283050537109375,0.626695454120636,TN,FP
327,0,0,1,0.5512771010398865,0.6175653338432312,TN,FP
328,0,0,1,0.5074204802513123,0.6369034647941589,TN,FP
329,0,0,1,0.5117822885513306,0.618868887424469,TN,FP
330,0,0,1,0.5651968121528625,0.6260731220245361,TN,FP
331,0,0,1,0.5381754040718079,0.6159254312515259,TN,FP
332,0,0,1,0.5159580111503601,0.60149085521698,TN,FP
333,0,0,1,0.513481080532074,0.5908715724945068,TN,FP
334,0,0,1,0.572762131690979,0.5804173946380615,TN,FP
335,0,0,1,0.521934449672699,0.589047908782959,TN,FP
336,0,0,1,0.6010361313819885,0.5746257305145264,TN,FP
337,0,0,1,0.5260180234909058,0.5649575591087341,TN,FP
338,0,0,1,0.5484735369682312,0.5743486285209656,TN,FP
339,0,0,1,0.5936725735664368,0.5619080066680908,TN,FP
340,0,0,1,0.5306805372238159,0.5831749439239502,TN,FP
341,0,0,1,0.5483124256134033,0.5632047057151794,TN,FP
342,0,0,1,0.5642836689949036,0.5622530579566956,TN,FP
344,0,0,1,0.5951745510101318,0.558219850063324,TN,FP
345,0,0,1,0.5454115867614746,0.5564537644386292,TN,FP
346,0,0,1,0.5565527677536011,0.5538753271102905,TN,FP
347,0,0,1,0.593879222869873,0.5633386373519897,TN,FP
348,0,0,1,0.5959826111793518,0.5434095859527588,TN,FP
349,0,0,1,0.5900293588638306,0.5396443009376526,TN,FP
350,0,0,1,0.5152913928031921,0.6044800281524658,TN,FP
351,0,0,1,0.5297463536262512,0.6029255986213684,TN,FP
352,0,0,1,0.5080183744430542,0.6197109818458557,TN,FP
353,0,0,1,0.5141972899436951,0.606365978717804,TN,FP
354,0,0,1,0.5187128186225891,0.611401379108429,TN,FP
355,0,0,1,0.5078728199005127,0.6019231677055359,TN,FP
356,0,0,1,0.5086959600448608,0.6277914047241211,TN,FP
357,0,0,1,0.5074447393417358,0.5883981585502625,TN,FP
358,0,0,1,0.5084129571914673,0.6267741322517395,TN,FP
359,0,0,1,0.5129199624061584,0.592989444732666,TN,FP
360,0,0,1,0.5130783319473267,0.6040382981300354,TN,FP
361,0,0,1,0.5135223865509033,0.6099889278411865,TN,FP
362,0,0,1,0.5100400447845459,0.600716769695282,TN,FP
363,0,0,1,0.522087037563324,0.6027589440345764,TN,FP
364,0,0,1,0.5013760924339294,0.5850806832313538,TN,FP
365,0,0,1,0.5004928112030029,0.5982305407524109,TN,FP
366,0,0,1,0.5104359984397888,0.6164311170578003,TN,FP
367,0,0,1,0.5082951188087463,0.5955169796943665,TN,FP
368,0,0,1,0.5013551712036133,0.6230216026306152,TN,FP
369,0,0,1,0.5262861847877502,0.6068713665008545,TN,FP
370,0,0,1,0.5274634957313538,0.6210756897926331,TN,FP
371,0,0,1,0.5412243008613586,0.6044963002204895,TN,FP
372,0,0,1,0.5330682992935181,1.1689869165420532,TN,FP
373,0,0,1,0.5339910984039307,1.7126230001449585,TN,FP
374,0,0,1,0.5216389298439026,0.8058544993400574,TN,FP
375,0,0,1,0.5238714814186096,0.6086090207099915,TN,FP
376,0,0,1,0.5412352085113525,0.6188023686408997,TN,FP
377,0,0,1,0.5347490906715393,0.6286064982414246,TN,FP
378,0,0,1,0.541118860244751,1.6777340173721313,TN,FP
379,0,0,1,0.5457695126533508,1.6601687669754028,TN,FP
380,0,0,1,0.5498290061950684,1.6614172458648682,TN,FP
381,0,0,1,0.5286523103713989,1.020714282989502,TN,FP
382,0,0,1,0.542237401008606,0.6155745983123779,TN,FP
383,0,0,1,0.5464628338813782,0.6185870170593262,TN,FP
384,0,0,1,0.5486806631088257,0.627072274684906,TN,FP
385,0,0,1,0.5457719564437866,0.6248154640197754,TN,FP
386,0,0,1,0.5215857028961182,0.6486399173736572,TN,FP
387,0,0,1,0.5297675132751465,0.6233963966369629,TN,FP
388,0,0,1,0.5286712050437927,0.6107779145240784,TN,FP
389,0,0,1,0.5391466617584229,0.7170007824897766,TN,FP
390,0,0,1,0.5397062301635742,0.6357528567314148,TN,FP
391,0,0,1,0.5353087782859802,1.8754130601882935,TN,FP
392,0,0,1,0.5352025032043457,1.5219719409942627,TN,FP
393,0,0,1,0.5374411940574646,1.6593493223190308,TN,FP
394,0,0,1,0.5549287796020508,1.4892933368682861,TN,FP
395,0,0,1,0.5668526887893677,1.4808650016784668,TN,FP
396,0,0,1,0.5454863905906677,1.5528233051300049,TN,FP
397,0,0,1,0.5349109768867493,0.7209005951881409,TN,FP
398,0,0,1,0.5801942944526672,1.4493408203125,TN,FP
399,0,0,1,0.5443112850189209,1.6050735712051392,TN,FP
400,0,0,1,0.5307826995849609,1.4205234050750732,TN,FP
401,0,0,1,0.5341673493385315,1.502729892730713,TN,FP
402,0,0,1,0.5202949643135071,1.4848757982254028,TN,FP
403,0,0,1,0.5278416275978088,1.4132332801818848,TN,FP
404,0,0,1,0.5238832831382751,1.4858912229537964,TN,FP
405,0,0,1,0.5264987945556641,1.3959449529647827,TN,FP
406,0,0,1,0.5253387689590454,1.4157204627990723,TN,FP
407,0,0,1,0.5297682881355286,1.4092408418655396,TN,FP
408,0,0,1,0.5378491282463074,1.4228781461715698,TN,FP
409,0,0,1,0.5422486662864685,1.4810051918029785,TN,FP
410,0,0,1,0.5237957239151001,1.503300666809082,TN,FP
411,0,0,1,0.5279299020767212,1.392126202583313,TN,FP
412,0,0,1,0.5584641695022583,1.4110738039016724,TN,FP
413,0,0,1,0.5295022130012512,1.3828920125961304,TN,FP
414,0,0,1,0.5624011754989624,1.3989239931106567,TN,FP
415,0,0,1,0.5521659255027771,1.3616235256195068,TN,FP
416,0,0,1,0.5311481356620789,1.3727742433547974,TN,FP
417,0,0,1,0.5508606433868408,1.444667935371399,TN,FP
418,0,0,1,0.5435237288475037,1.4503753185272217,TN,FP
419,0,0,1,0.5903095006942749,1.4407386779785156,TN,FP
420,0,0,1,0.5366702079772949,1.3073104619979858,TN,FP
421,0,0,1,0.5380857586860657,1.3108429908752441,TN,FP
422,0,0,1,0.5312421321868896,1.3025511503219604,TN,FP
423,0,0,1,0.52774977684021,1.3150314092636108,TN,FP
424,0,0,1,0.5375437140464783,1.2909550666809082,TN,FP
425,0,0,1,0.5252548456192017,1.3599553108215332,TN,FP
426,0,0,1,0.5335474014282227,1.299145221710205,TN,FP
427,0,0,1,0.5273405909538269,1.3267878293991089,TN,FP
428,0,0,1,0.5450553894042969,1.28818941116333,TN,FP
429,0,0,1,0.5272209048271179,1.277309775352478,TN,FP
430,0,0,1,0.5285890698432922,1.2512931823730469,TN,FP
431,0,0,1,0.5291475057601929,1.252753734588623,TN,FP
432,0,0,1,0.5429812669754028,1.2913563251495361,TN,FP
433,0,0,1,0.5334099531173706,1.2272138595581055,TN,FP
434,0,0,1,0.5143246650695801,1.2409712076187134,TN,FP
435,0,0,1,0.5457248091697693,1.196853756904602,TN,FP
436,0,0,1,0.5361619591712952,1.224036455154419,TN,FP
437,0,0,1,0.509302020072937,1.1606988906860352,TN,FP
