sample_id,ground_truth,prediction,anomaly_score,reconstruction_error,classification
111,0,1,1.1209946870803833,1.1209946870803833,FP
112,0,1,1.0588772296905518,1.0588772296905518,FP
113,0,1,1.0659621953964233,1.0659621953964233,FP
114,0,1,1.1498451232910156,1.1498451232910156,FP
115,0,1,1.0470763444900513,1.0470763444900513,FP
116,0,1,1.0894994735717773,1.0894994735717773,FP
117,0,1,0.9907422065734863,0.9907422065734863,FP
118,0,1,1.081020712852478,1.081020712852478,FP
119,0,1,1.0689799785614014,1.0689799785614014,FP
120,0,1,1.0160374641418457,1.0160374641418457,FP
121,0,1,1.0692020654678345,1.0692020654678345,FP
122,0,1,1.0726592540740967,1.0726592540740967,FP
123,0,1,0.9944277405738831,0.9944277405738831,FP
124,0,1,0.9686541557312012,0.9686541557312012,FP
125,0,1,0.9455563426017761,0.9455563426017761,FP
126,0,1,0.9531942009925842,0.9531942009925842,FP
127,0,1,0.9673404693603516,0.9673404693603516,FP
128,0,1,0.9702132344245911,0.9702132344245911,FP
129,0,1,0.942057728767395,0.942057728767395,FP
130,0,1,0.9052006602287292,0.9052006602287292,FP
131,0,1,0.8737062215805054,0.8737062215805054,FP
132,0,1,0.9209049344062805,0.9209049344062805,FP
133,0,1,0.9269648194313049,0.9269648194313049,FP
134,0,1,1.222029447555542,1.222029447555542,FP
135,0,1,1.2847890853881836,1.2847890853881836,FP
136,0,1,1.2024286985397339,1.2024286985397339,FP
137,0,1,1.3140145540237427,1.3140145540237427,FP
138,0,1,1.180301547050476,1.180301547050476,FP
139,0,1,1.1501526832580566,1.1501526832580566,FP
140,0,1,1.2326558828353882,1.2326558828353882,FP
141,0,1,1.1543564796447754,1.1543564796447754,FP
142,0,1,1.21499502658844,1.21499502658844,FP
143,0,1,1.1753718852996826,1.1753718852996826,FP
144,0,1,1.1741024255752563,1.1741024255752563,FP
145,0,1,0.5768890380859375,0.5768890380859375,FP
146,0,1,1.149234652519226,1.149234652519226,FP
147,0,1,1.1440505981445312,1.1440505981445312,FP
148,0,1,1.3612655401229858,1.3612655401229858,FP
149,0,1,0.5570138692855835,0.5570138692855835,FP
150,0,1,0.7964733242988586,0.7964733242988586,FP
151,0,1,1.1312731504440308,1.1312731504440308,FP
152,0,1,1.1348280906677246,1.1348280906677246,FP
153,0,1,1.1167434453964233,1.1167434453964233,FP
154,0,1,1.1222255229949951,1.1222255229949951,FP
155,0,1,1.1438449621200562,1.1438449621200562,FP
156,0,1,1.0787235498428345,1.0787235498428345,FP
157,0,1,0.9873722195625305,0.9873722195625305,FP
158,0,1,1.0546574592590332,1.0546574592590332,FP
159,0,1,1.042830228805542,1.042830228805542,FP
160,0,1,1.0819767713546753,1.0819767713546753,FP
161,0,1,1.1182034015655518,1.1182034015655518,FP
162,0,1,1.0389530658721924,1.0389530658721924,FP
163,0,1,1.1114720106124878,1.1114720106124878,FP
164,0,1,1.098392128944397,1.098392128944397,FP
165,0,1,1.013606071472168,1.013606071472168,FP
166,0,1,1.0579167604446411,1.0579167604446411,FP
167,0,1,1.1076936721801758,1.1076936721801758,FP
168,0,1,1.0659959316253662,1.0659959316253662,FP
169,0,1,0.9861775040626526,0.9861775040626526,FP
170,0,1,1.0383886098861694,1.0383886098861694,FP
171,0,1,1.0618482828140259,1.0618482828140259,FP
172,0,1,0.9638417959213257,0.9638417959213257,FP
173,0,1,0.998614490032196,0.998614490032196,FP
174,0,1,0.9641837477684021,0.9641837477684021,FP
175,0,1,0.9561249017715454,0.9561249017715454,FP
176,0,1,0.9643591046333313,0.9643591046333313,FP
177,0,1,0.9543260335922241,0.9543260335922241,FP
178,0,1,1.0335021018981934,1.0335021018981934,FP
179,0,1,0.9698526859283447,0.9698526859283447,FP
180,0,1,0.9900090098381042,0.9900090098381042,FP
181,0,1,0.9272150993347168,0.9272150993347168,FP
182,0,1,0.8955219388008118,0.8955219388008118,FP
183,0,1,0.5210755467414856,0.5210755467414856,FP
184,0,1,0.5335322618484497,0.5335322618484497,FP
185,0,1,0.528062641620636,0.528062641620636,FP
186,0,1,0.5211507081985474,0.5211507081985474,FP
187,0,1,0.5279901623725891,0.5279901623725891,FP
188,0,1,0.5130882263183594,0.5130882263183594,FP
189,0,1,0.5238735675811768,0.5238735675811768,FP
190,0,1,0.5200821161270142,0.5200821161270142,FP
191,0,1,0.5320178270339966,0.5320178270339966,FP
192,0,1,0.5307701826095581,0.5307701826095581,FP
193,0,1,0.529194176197052,0.529194176197052,FP
194,0,1,0.5319972634315491,0.5319972634315491,FP
195,0,1,0.5307289361953735,0.5307289361953735,FP
196,0,1,0.5261594653129578,0.5261594653129578,FP
197,0,1,0.5495918393135071,0.5495918393135071,FP
198,0,1,0.521970808506012,0.521970808506012,FP
199,0,1,0.5220869183540344,0.5220869183540344,FP
200,0,1,0.5366119146347046,0.5366119146347046,FP
201,0,1,1.3018124103546143,1.3018124103546143,FP
202,0,1,1.2405673265457153,1.2405673265457153,FP
203,0,1,1.2243508100509644,1.2243508100509644,FP
204,0,1,0.5586994290351868,0.5586994290351868,FP
205,0,1,0.8407491445541382,0.8407491445541382,FP
206,0,1,1.2424277067184448,1.2424277067184448,FP
207,0,1,1.2269198894500732,1.2269198894500732,FP
208,0,1,1.2411298751831055,1.2411298751831055,FP
209,0,1,1.2087892293930054,1.2087892293930054,FP
210,0,1,1.2111129760742188,1.2111129760742188,FP
211,0,1,1.2275525331497192,1.2275525331497192,FP
212,0,1,1.2100945711135864,1.2100945711135864,FP
213,0,1,1.176703929901123,1.176703929901123,FP
214,0,1,1.242620825767517,1.242620825767517,FP
215,0,1,1.1944624185562134,1.1944624185562134,FP
216,0,1,1.189283013343811,1.189283013343811,FP
217,0,1,1.1883330345153809,1.1883330345153809,FP
218,0,1,1.3382338285446167,1.3382338285446167,FP
219,0,1,0.5801386833190918,0.5801386833190918,FP
220,0,1,1.2361664772033691,1.2361664772033691,FP
221,0,1,0.6266313195228577,0.6266313195228577,FP
222,0,1,1.125188946723938,1.125188946723938,FP
223,0,1,1.125851035118103,1.125851035118103,FP
224,0,1,1.4357486963272095,1.4357486963272095,FP
225,0,1,1.1029930114746094,1.1029930114746094,FP
226,0,1,1.4409915208816528,1.4409915208816528,FP
227,0,1,1.1236892938613892,1.1236892938613892,FP
228,0,1,0.5534031391143799,0.5534031391143799,FP
229,0,1,1.2032657861709595,1.2032657861709595,FP
230,0,1,1.1593910455703735,1.1593910455703735,FP
231,0,1,0.7587558627128601,0.7587558627128601,FP
232,0,1,1.0867799520492554,1.0867799520492554,FP
233,0,1,1.07713782787323,1.07713782787323,FP
234,0,1,1.3942927122116089,1.3942927122116089,FP
235,0,1,1.0609996318817139,1.0609996318817139,FP
236,0,1,1.0547778606414795,1.0547778606414795,FP
237,0,1,1.040889024734497,1.040889024734497,FP
238,0,1,1.0657896995544434,1.0657896995544434,FP
239,0,1,0.9435639977455139,0.9435639977455139,FP
240,0,1,0.9760342240333557,0.9760342240333557,FP
241,0,1,0.9404725432395935,0.9404725432395935,FP
242,0,1,0.9304530620574951,0.9304530620574951,FP
243,0,1,0.9711959958076477,0.9711959958076477,FP
244,0,1,0.943560779094696,0.943560779094696,FP
245,0,1,0.962882399559021,0.962882399559021,FP
246,0,1,0.9703816771507263,0.9703816771507263,FP
247,0,1,1.0266327857971191,1.0266327857971191,FP
248,0,1,0.934156060218811,0.934156060218811,FP
249,0,1,0.9472776055335999,0.9472776055335999,FP
250,0,1,0.9717255234718323,0.9717255234718323,FP
251,0,1,0.9670695662498474,0.9670695662498474,FP
252,0,1,0.9856154918670654,0.9856154918670654,FP
253,0,1,0.962583601474762,0.962583601474762,FP
254,0,1,0.9232712388038635,0.9232712388038635,FP
255,0,1,0.9161757826805115,0.9161757826805115,FP
256,0,1,0.9208044409751892,0.9208044409751892,FP
257,0,1,0.867037832736969,0.867037832736969,FP
258,0,1,0.9030440449714661,0.9030440449714661,FP
259,0,1,0.8979775309562683,0.8979775309562683,FP
260,0,1,0.8625757694244385,0.8625757694244385,FP
261,0,1,0.9027535319328308,0.9027535319328308,FP
262,0,1,0.9274824261665344,0.9274824261665344,FP
263,0,1,0.8704795837402344,0.8704795837402344,FP
264,0,1,0.85332852602005,0.85332852602005,FP
265,0,1,0.8505051136016846,0.8505051136016846,FP
266,0,1,0.8162829875946045,0.8162829875946045,FP
267,0,1,0.856152355670929,0.856152355670929,FP
268,0,1,0.8320614099502563,0.8320614099502563,FP
269,0,1,0.8430433869361877,0.8430433869361877,FP
270,0,1,0.8429820537567139,0.8429820537567139,FP
271,0,1,0.8544646501541138,0.8544646501541138,FP
272,0,1,0.8307527899742126,0.8307527899742126,FP
273,0,1,0.8698460459709167,0.8698460459709167,FP
274,0,1,0.811798632144928,0.811798632144928,FP
275,0,1,0.8423714637756348,0.8423714637756348,FP
276,0,1,0.9007720947265625,0.9007720947265625,FP
277,0,1,0.8124483227729797,0.8124483227729797,FP
278,0,1,0.8508507013320923,0.8508507013320923,FP
279,0,1,0.8637863993644714,0.8637863993644714,FP
280,0,1,0.816180944442749,0.816180944442749,FP
281,0,1,0.8839470148086548,0.8839470148086548,FP
282,0,1,0.8770714402198792,0.8770714402198792,FP
283,0,1,0.8078854084014893,0.8078854084014893,FP
284,0,1,0.8332157135009766,0.8332157135009766,FP
285,0,1,0.8541595339775085,0.8541595339775085,FP
286,0,1,0.8404955267906189,0.8404955267906189,FP
287,0,1,0.8006891012191772,0.8006891012191772,FP
288,0,1,0.789081871509552,0.789081871509552,FP
289,0,1,0.7992498278617859,0.7992498278617859,FP
290,0,1,0.768474280834198,0.768474280834198,FP
291,0,1,0.8187524676322937,0.8187524676322937,FP
292,0,1,0.7846015691757202,0.7846015691757202,FP
293,0,1,0.7693302035331726,0.7693302035331726,FP
294,0,1,0.7793899774551392,0.7793899774551392,FP
295,0,1,0.781684160232544,0.781684160232544,FP
296,0,1,0.7345167398452759,0.7345167398452759,FP
297,0,1,0.7433651685714722,0.7433651685714722,FP
298,0,1,0.7453379034996033,0.7453379034996033,FP
299,0,1,0.7610542178153992,0.7610542178153992,FP
300,0,1,0.720350444316864,0.720350444316864,FP
301,0,1,0.7895164489746094,0.7895164489746094,FP
302,0,1,0.7398800849914551,0.7398800849914551,FP
303,0,1,0.7507376670837402,0.7507376670837402,FP
304,0,1,0.7077622413635254,0.7077622413635254,FP
305,0,1,0.7559958696365356,0.7559958696365356,FP
306,0,1,0.6908566355705261,0.6908566355705261,FP
307,0,1,0.7040724158287048,0.7040724158287048,FP
308,0,1,0.6764492988586426,0.6764492988586426,FP
309,0,1,0.6969299912452698,0.6969299912452698,FP
310,0,1,0.6641387343406677,0.6641387343406677,FP
311,0,1,0.6636430621147156,0.6636430621147156,FP
312,0,1,0.7067248821258545,0.7067248821258545,FP
313,0,1,0.6636077761650085,0.6636077761650085,FP
314,0,1,0.6643297672271729,0.6643297672271729,FP
315,0,1,0.6826345920562744,0.6826345920562744,FP
316,0,1,0.6707552075386047,0.6707552075386047,FP
317,0,1,0.6818774342536926,0.6818774342536926,FP
318,0,1,0.6437679529190063,0.6437679529190063,FP
319,0,1,0.656399667263031,0.656399667263031,FP
320,0,1,0.6392041444778442,0.6392041444778442,FP
321,0,1,0.6326131820678711,0.6326131820678711,FP
322,0,1,0.6527494192123413,0.6527494192123413,FP
323,0,1,0.6232143044471741,0.6232143044471741,FP
324,0,1,0.6315864324569702,0.6315864324569702,FP
325,0,1,0.6513445377349854,0.6513445377349854,FP
326,0,1,0.626695454120636,0.626695454120636,FP
327,0,1,0.6175653338432312,0.6175653338432312,FP
328,0,1,0.6369034647941589,0.6369034647941589,FP
329,0,1,0.618868887424469,0.618868887424469,FP
330,0,1,0.6260731220245361,0.6260731220245361,FP
331,0,1,0.6159254312515259,0.6159254312515259,FP
332,0,1,0.60149085521698,0.60149085521698,FP
333,0,1,0.5908715724945068,0.5908715724945068,FP
334,0,1,0.5804173946380615,0.5804173946380615,FP
335,0,1,0.589047908782959,0.589047908782959,FP
336,0,1,0.5746257305145264,0.5746257305145264,FP
337,0,1,0.5649575591087341,0.5649575591087341,FP
338,0,1,0.5743486285209656,0.5743486285209656,FP
339,0,1,0.5619080066680908,0.5619080066680908,FP
340,0,1,0.5831749439239502,0.5831749439239502,FP
341,0,1,0.5632047057151794,0.5632047057151794,FP
342,0,1,0.5622530579566956,0.5622530579566956,FP
343,0,1,0.568001389503479,0.568001389503479,FP
344,0,1,0.558219850063324,0.558219850063324,FP
345,0,1,0.5564537644386292,0.5564537644386292,FP
346,0,1,0.5538753271102905,0.5538753271102905,FP
347,0,1,0.5633386373519897,0.5633386373519897,FP
348,0,1,0.5434095859527588,0.5434095859527588,FP
349,0,1,0.5396443009376526,0.5396443009376526,FP
350,0,1,0.6044800281524658,0.6044800281524658,FP
351,0,1,0.6029255986213684,0.6029255986213684,FP
352,0,1,0.6197109818458557,0.6197109818458557,FP
353,0,1,0.606365978717804,0.606365978717804,FP
354,0,1,0.611401379108429,0.611401379108429,FP
355,0,1,0.6019231677055359,0.6019231677055359,FP
356,0,1,0.6277914047241211,0.6277914047241211,FP
357,0,1,0.5883981585502625,0.5883981585502625,FP
358,0,1,0.6267741322517395,0.6267741322517395,FP
359,0,1,0.592989444732666,0.592989444732666,FP
360,0,1,0.6040382981300354,0.6040382981300354,FP
361,0,1,0.6099889278411865,0.6099889278411865,FP
362,0,1,0.600716769695282,0.600716769695282,FP
363,0,1,0.6027589440345764,0.6027589440345764,FP
364,0,1,0.5850806832313538,0.5850806832313538,FP
365,0,1,0.5982305407524109,0.5982305407524109,FP
366,0,1,0.6164311170578003,0.6164311170578003,FP
367,0,1,0.5955169796943665,0.5955169796943665,FP
368,0,1,0.6230216026306152,0.6230216026306152,FP
369,0,1,0.6068713665008545,0.6068713665008545,FP
370,0,1,0.6210756897926331,0.6210756897926331,FP
371,0,1,0.6044963002204895,0.6044963002204895,FP
372,0,1,1.1689869165420532,1.1689869165420532,FP
373,0,1,1.7126230001449585,1.7126230001449585,FP
374,0,1,0.8058544993400574,0.8058544993400574,FP
375,0,1,0.6086090207099915,0.6086090207099915,FP
376,0,1,0.6188023686408997,0.6188023686408997,FP
377,0,1,0.6286064982414246,0.6286064982414246,FP
378,0,1,1.6777340173721313,1.6777340173721313,FP
379,0,1,1.6601687669754028,1.6601687669754028,FP
380,0,1,1.6614172458648682,1.6614172458648682,FP
381,0,1,1.020714282989502,1.020714282989502,FP
382,0,1,0.6155745983123779,0.6155745983123779,FP
383,0,1,0.6185870170593262,0.6185870170593262,FP
384,0,1,0.627072274684906,0.627072274684906,FP
385,0,1,0.6248154640197754,0.6248154640197754,FP
386,0,1,0.6486399173736572,0.6486399173736572,FP
387,0,1,0.6233963966369629,0.6233963966369629,FP
388,0,1,0.6107779145240784,0.6107779145240784,FP
389,0,1,0.7170007824897766,0.7170007824897766,FP
390,0,1,0.6357528567314148,0.6357528567314148,FP
391,0,1,1.8754130601882935,1.8754130601882935,FP
392,0,1,1.5219719409942627,1.5219719409942627,FP
393,0,1,1.6593493223190308,1.6593493223190308,FP
394,0,1,1.4892933368682861,1.4892933368682861,FP
395,0,1,1.4808650016784668,1.4808650016784668,FP
396,0,1,1.5528233051300049,1.5528233051300049,FP
397,0,1,0.7209005951881409,0.7209005951881409,FP
398,0,1,1.4493408203125,1.4493408203125,FP
399,0,1,1.6050735712051392,1.6050735712051392,FP
400,0,1,1.4205234050750732,1.4205234050750732,FP
401,0,1,1.502729892730713,1.502729892730713,FP
402,0,1,1.4848757982254028,1.4848757982254028,FP
403,0,1,1.4132332801818848,1.4132332801818848,FP
404,0,1,1.4858912229537964,1.4858912229537964,FP
405,0,1,1.3959449529647827,1.3959449529647827,FP
406,0,1,1.4157204627990723,1.4157204627990723,FP
407,0,1,1.4092408418655396,1.4092408418655396,FP
408,0,1,1.4228781461715698,1.4228781461715698,FP
409,0,1,1.4810051918029785,1.4810051918029785,FP
410,0,1,1.503300666809082,1.503300666809082,FP
411,0,1,1.392126202583313,1.392126202583313,FP
412,0,1,1.4110738039016724,1.4110738039016724,FP
413,0,1,1.3828920125961304,1.3828920125961304,FP
414,0,1,1.3989239931106567,1.3989239931106567,FP
415,0,1,1.3616235256195068,1.3616235256195068,FP
416,0,1,1.3727742433547974,1.3727742433547974,FP
417,0,1,1.444667935371399,1.444667935371399,FP
418,0,1,1.4503753185272217,1.4503753185272217,FP
419,0,1,1.4407386779785156,1.4407386779785156,FP
420,0,1,1.3073104619979858,1.3073104619979858,FP
421,0,1,1.3108429908752441,1.3108429908752441,FP
422,0,1,1.3025511503219604,1.3025511503219604,FP
423,0,1,1.3150314092636108,1.3150314092636108,FP
424,0,1,1.2909550666809082,1.2909550666809082,FP
425,0,1,1.3599553108215332,1.3599553108215332,FP
426,0,1,1.299145221710205,1.299145221710205,FP
427,0,1,1.3267878293991089,1.3267878293991089,FP
428,0,1,1.28818941116333,1.28818941116333,FP
429,0,1,1.277309775352478,1.277309775352478,FP
430,0,1,1.2512931823730469,1.2512931823730469,FP
431,0,1,1.252753734588623,1.252753734588623,FP
432,0,1,1.2913563251495361,1.2913563251495361,FP
433,0,1,1.2272138595581055,1.2272138595581055,FP
434,0,1,1.2409712076187134,1.2409712076187134,FP
435,0,1,1.196853756904602,1.196853756904602,FP
436,0,1,1.224036455154419,1.224036455154419,FP
437,0,1,1.1606988906860352,1.1606988906860352,FP
438,0,1,1.1887601613998413,1.1887601613998413,FP
439,0,1,1.1566581726074219,1.1566581726074219,FP
440,0,1,1.1788039207458496,1.1788039207458496,FP
441,0,1,1.2154953479766846,1.2154953479766846,FP
442,0,1,1.220410704612732,1.220410704612732,FP
443,0,1,1.2665796279907227,1.2665796279907227,FP
444,0,1,1.2189258337020874,1.2189258337020874,FP
445,0,1,1.0745115280151367,1.0745115280151367,FP
446,0,1,1.1525375843048096,1.1525375843048096,FP
447,0,1,1.2128061056137085,1.2128061056137085,FP
448,0,1,1.176010012626648,1.176010012626648,FP
449,0,1,1.2368228435516357,1.2368228435516357,FP
450,0,1,1.149879813194275,1.149879813194275,FP
451,0,1,1.0924928188323975,1.0924928188323975,FP
452,0,1,1.099632740020752,1.099632740020752,FP
453,0,1,1.112788438796997,1.112788438796997,FP
454,0,1,1.106635332107544,1.106635332107544,FP
455,0,1,1.1626135110855103,1.1626135110855103,FP
456,0,1,1.1299110651016235,1.1299110651016235,FP
457,0,1,1.0401579141616821,1.0401579141616821,FP
458,0,1,1.105246663093567,1.105246663093567,FP
459,0,1,1.103331208229065,1.103331208229065,FP
460,0,1,1.062868595123291,1.062868595123291,FP
461,0,1,1.094287395477295,1.094287395477295,FP
462,0,1,1.0749051570892334,1.0749051570892334,FP
463,0,1,1.074160099029541,1.074160099029541,FP
464,0,1,1.061732530593872,1.061732530593872,FP
465,0,1,1.0214320421218872,1.0214320421218872,FP
466,0,1,1.0114022493362427,1.0114022493362427,FP
467,0,1,1.0854723453521729,1.0854723453521729,FP
468,0,1,1.04349946975708,1.04349946975708,FP
469,0,1,1.1091634035110474,1.1091634035110474,FP
470,0,1,0.9889948964118958,0.9889948964118958,FP
471,0,1,1.0930744409561157,1.0930744409561157,FP
472,0,1,1.1424458026885986,1.1424458026885986,FP
473,0,1,0.907523512840271,0.907523512840271,FP
474,0,1,0.917324960231781,0.917324960231781,FP
475,0,1,0.879374086856842,0.879374086856842,FP
476,0,1,0.8904073238372803,0.8904073238372803,FP
477,0,1,0.8834046721458435,0.8834046721458435,FP
478,0,1,0.8775566220283508,0.8775566220283508,FP
479,0,1,0.8847377300262451,0.8847377300262451,FP
480,0,1,0.8706008791923523,0.8706008791923523,FP
481,0,1,0.8838487267494202,0.8838487267494202,FP
482,0,1,0.8491646647453308,0.8491646647453308,FP
483,0,1,0.8358762860298157,0.8358762860298157,FP
484,0,1,0.8304542303085327,0.8304542303085327,FP
485,0,1,0.8323416709899902,0.8323416709899902,FP
486,0,1,0.8494398593902588,0.8494398593902588,FP
487,0,1,0.8437249064445496,0.8437249064445496,FP
488,0,1,0.8441230654716492,0.8441230654716492,FP
489,0,1,0.8405885100364685,0.8405885100364685,FP
490,0,1,0.9393743872642517,0.9393743872642517,FP
491,0,1,0.8737043738365173,0.8737043738365173,FP
492,0,1,0.8398377299308777,0.8398377299308777,FP
493,0,1,0.8175506591796875,0.8175506591796875,FP
494,0,1,0.8329330682754517,0.8329330682754517,FP
495,0,1,0.8270788788795471,0.8270788788795471,FP
496,0,1,0.8165043592453003,0.8165043592453003,FP
497,0,1,0.8009905219078064,0.8009905219078064,FP
498,0,1,0.7918298244476318,0.7918298244476318,FP
499,0,1,0.837658703327179,0.837658703327179,FP
500,0,1,0.7874330282211304,0.7874330282211304,FP
501,0,1,0.8245118856430054,0.8245118856430054,FP
502,0,1,0.8344410061836243,0.8344410061836243,FP
503,0,1,0.8251848816871643,0.8251848816871643,FP
504,0,1,0.8717759847640991,0.8717759847640991,FP
505,0,1,0.8392241597175598,0.8392241597175598,FP
506,0,1,0.8626591563224792,0.8626591563224792,FP
507,0,1,0.8151369690895081,0.8151369690895081,FP
508,0,1,0.8535496592521667,0.8535496592521667,FP
509,0,1,0.8367265462875366,0.8367265462875366,FP
510,0,1,0.8471202254295349,0.8471202254295349,FP
511,0,1,0.8289747834205627,0.8289747834205627,FP
512,0,1,0.8120060563087463,0.8120060563087463,FP
513,0,1,0.8074626922607422,0.8074626922607422,FP
514,0,1,0.7940872311592102,0.7940872311592102,FP
515,0,1,0.8091351985931396,0.8091351985931396,FP
516,0,1,0.7983235120773315,0.7983235120773315,FP
517,0,1,0.8106454610824585,0.8106454610824585,FP
518,0,1,0.80289626121521,0.80289626121521,FP
519,0,1,0.7853416204452515,0.7853416204452515,FP
520,0,1,0.8157469034194946,0.8157469034194946,FP
521,0,1,0.7687612175941467,0.7687612175941467,FP
