entity_id,timestamp,actual_anomaly,anomaly_type,predicted_anomaly,error,threshold,drift,latency_ms
sensor_1,1773910713828,True,drift,True,1.1127609014511108,0.035,False,1767
engine_2,1773910714833,False,normal,True,0.9338737726211548,0.035,False,1571
sensor_1,1773910716335,True,drift,True,1.1141438484191895,0.035,False,1492
pump_1,1773910715835,True,drift,True,1.064213514328003,0.035,False,1992
engine_1,1773910716837,False,normal,True,1.3527864217758179,0.035,False,1802
pump_1,1773910718341,True,drift,True,1.060686707496643,0.035,False,1571
turbine_1,1773910717839,True,drift,True,1.1650246381759644,0.035,False,2065
sensor_1,1773910718842,True,drift,True,1.1027668714523315,0.035,False,1190
turbine_1,1773910720344,True,drift,True,1.1533488035202026,0.035,False,1631
sensor_1,1773910721346,True,drift,True,1.1170098781585693,0.035,False,1247
pump_1,1773910720844,True,drift,True,1.070666790008545,0.035,False,1758
engine_2,1773910722348,False,normal,True,0.9313517212867737,0.035,False,85
pump_1,1773910725861,True,drift,True,1.0857771635055542,0.035,False,325
turbine_1,1773910725358,True,drift,True,1.1533392667770386,0.035,False,832
turbine_1,1773910727865,True,drift,True,1.1466859579086304,0.035,False,412
sensor_1,1773910728867,True,drift,True,1.1166038513183594,0.035,False,1601
engine_1,1773910729367,False,normal,True,1.3266456127166748,0.035,False,1101
pump_1,1773910730870,True,drift,True,1.096388339996338,0.035,False,477
turbine_1,1773912188741,False,normal,True,1.042668104171753,0.035,False,287
pump_1,1773912189242,True,drift,True,1.2455685138702393,0.035,False,358
sensor_1,1773912189742,True,drift,True,1.6008671522140503,0.035,False,20
engine_1,1773912190242,False,normal,True,0.9913871884346008,0.035,False,848
engine_2,1773912190743,False,normal,True,0.9465138912200928,0.035,False,514
turbine_1,1773912256383,True,drift,True,1.1489942073822021,0.035,False,397
pump_1,1773912256884,True,drift,True,1.4856300354003906,0.035,False,736
sensor_1,1773912257386,True,drift,True,1.2160522937774658,0.035,False,880
engine_1,1773912257891,False,normal,True,0.9338647723197937,0.035,False,883
engine_2,1773912258396,False,normal,True,1.1356397867202759,0.035,False,993
turbine_1,1773912324400,True,drift,True,1.1952468156814575,0.035,False,967
pump_1,1773912324902,True,drift,True,1.3076739311218262,0.035,False,1523
sensor_1,1773912325403,True,drift,True,1.1018612384796143,0.035,False,1564
engine_1,1773912325905,False,normal,True,0.9837136268615723,0.035,False,1540
engine_2,1773912326407,True,drift,True,1.1777523756027222,0.035,False,2128
turbine_1,1773913286605,False,normal,True,1.44333815574646,0.035,False,736
pump_1,1773913287106,False,normal,True,1.1471149921417236,0.035,False,1173
sensor_1,1773913287607,False,normal,True,1.2914314270019531,0.035,False,1522
engine_1,1773913288109,True,drift,True,1.1637192964553833,0.035,False,1612
engine_2,1773913288610,False,normal,True,1.419922947883606,0.035,False,1112
turbine_1,1773913353369,False,normal,True,1.1704483032226562,0.035,False,345
pump_1,1773913353870,False,normal,True,0.9705022573471069,0.035,False,708
sensor_1,1773913354381,False,normal,True,1.0423147678375244,0.035,False,957
engine_1,1773913354884,True,drift,True,1.3533331155776978,0.035,False,1081
engine_2,1773913355384,False,noise,True,1.0371757745742798,0.035,False,1131
turbine_1,1773913422275,False,normal,True,0.93483567237854,0.035,False,77
pump_1,1773913422776,False,normal,True,1.0024393796920776,0.035,False,52
sensor_1,1773913423277,False,normal,True,1.129583716392517,0.035,False,20
engine_1,1773913423778,True,drift,True,1.3865437507629395,0.035,False,41
engine_2,1773913424279,False,normal,True,1.2394044399261475,0.035,False,16
turbine_1,1773913490141,True,drift,True,0.968700110912323,0.035,False,112
pump_1,1773913490642,False,normal,True,0.9864265322685242,0.035,False,21
sensor_1,1773913491143,False,normal,True,1.511813998222351,0.035,False,1410
engine_1,1773913491643,True,drift,True,1.301118016242981,0.035,False,1890
engine_2,1773913492147,False,normal,True,1.3527759313583374,0.035,False,157
engine_2,1773913494656,False,normal,True,1.3548344373703003,0.035,False,1135
turbine_1,1773913558008,True,drift,True,1.0389301776885986,0.035,False,837
pump_1,1773913558509,False,normal,True,0.9166029095649719,0.035,False,796
sensor_1,1773913559010,True,drift,True,1.5608471632003784,0.035,False,867
engine_1,1773913559510,True,drift,True,1.2408064603805542,0.035,False,398
engine_2,1773913562515,True,drift,True,1.2054768800735474,0.035,False,37
turbine_1,1773913626062,True,drift,True,1.1405373811721802,0.035,False,661
pump_1,1773913626561,False,normal,True,1.1315754652023315,0.035,False,571
sensor_1,1773913627062,True,drift,True,1.3172470331192017,0.035,False,598
engine_1,1773913627566,False,normal,True,0.9963033199310303,0.035,False,115
engine_2,1773913630570,True,drift,True,1.2222346067428589,0.035,False,46
turbine_1,1773913694124,True,drift,True,1.2270609140396118,0.035,False,250
pump_1,1773913694624,False,normal,True,1.2702728509902954,0.035,False,43
sensor_1,1773913695125,True,drift,True,1.2697575092315674,0.035,False,291
engine_1,1773913695627,False,normal,True,1.0489705801010132,0.035,False,117
engine_2,1773913698632,True,drift,True,1.3892370462417603,0.035,False,41
turbine_1,1773913761993,False,normal,True,1.0155028104782104,0.035,False,82
pump_1,1773913762493,False,normal,True,1.0717657804489136,0.035,False,25
sensor_1,1773913762994,True,drift,True,1.153182864189148,0.035,False,35
engine_1,1773913763495,False,normal,True,1.19623601436615,0.035,False,34
engine_2,1773913766501,True,drift,True,1.2595815658569336,0.035,False,36
turbine_1,1773913830086,False,normal,True,0.8995679616928101,0.035,False,74
pump_1,1773913830586,False,normal,True,0.9168239831924438,0.035,False,40
sensor_1,1773913831087,False,normal,True,1.1826581954956055,0.035,False,23
engine_1,1773913831588,False,normal,True,1.1343450546264648,0.035,False,52
engine_2,1773913837354,False,normal,True,1.3002870082855225,0.035,False,47
turbine_1,1773913898317,False,normal,True,0.9095489382743835,0.035,False,62
pump_1,1773913898818,False,normal,True,0.9416096210479736,0.035,False,28
sensor_1,1773913899318,True,drift,True,1.3186265230178833,0.035,False,19
engine_1,1773913899819,True,drift,True,0.9850949048995972,0.035,False,32
engine_2,1773913905495,False,normal,True,1.3173996210098267,0.035,False,91
turbine_1,1773913969066,False,normal,True,0.9984582662582397,0.035,False,95
pump_1,1773913969567,False,normal,True,0.9891380071640015,0.035,False,42
sensor_1,1773913970067,True,drift,True,1.4518290758132935,0.035,False,36
engine_1,1773913970568,True,drift,True,1.0833799839019775,0.035,False,54
engine_2,1773913973572,False,normal,True,1.0494203567504883,0.035,False,96
turbine_1,1773914037283,False,normal,True,1.0479224920272827,0.035,False,47
pump_1,1773914037783,True,drift,True,1.415238618850708,0.035,False,50
sensor_1,1773914038284,True,drift,True,1.486230731010437,0.035,False,40
engine_1,1773914038785,True,drift,True,1.126871943473816,0.035,False,26
engine_2,1773914041790,False,normal,True,1.1939780712127686,0.035,False,54
turbine_1,1773914105464,True,drift,True,1.070304274559021,0.035,False,128
pump_1,1773914105966,True,drift,True,1.4292317628860474,0.035,False,52
sensor_1,1773914106466,True,drift,True,1.5083763599395752,0.035,False,31
engine_1,1773914106967,True,drift,True,1.2194902896881104,0.035,False,54
engine_2,1773914109973,False,normal,True,1.182054877281189,0.035,False,36
turbine_1,1773914173623,True,drift,True,1.1384239196777344,0.035,False,57
pump_1,1773914174124,True,drift,True,1.176710844039917,0.035,False,31
sensor_1,1773914174625,False,normal,True,1.7691681385040283,0.035,False,28
engine_1,1773914175126,True,drift,True,1.258795976638794,0.035,False,47
engine_2,1773914178129,False,normal,True,1.0170050859451294,0.035,False,57
turbine_1,1773914241885,True,drift,True,1.1052736043930054,0.035,False,31
pump_1,1773914242386,True,drift,True,1.2761496305465698,0.035,False,298
sensor_1,1773914242887,False,normal,True,1.552758812904358,0.035,False,11
engine_1,1773914243388,False,normal,True,1.073241114616394,0.035,False,232
engine_2,1773914246391,False,normal,True,1.3707560300827026,0.035,False,12
engine_2,1773914474881,True,drift,False,1.1507041454315186,0.037000000000000005,False,44
turbine_1,1773914475383,True,spike,False,1.3495352268218994,0.037000000000000005,False,35
pump_1,1773914475883,True,drift,False,1.2562971115112305,0.037000000000000005,False,26
sensor_1,1773914476384,False,normal,False,1.0185860395431519,0.037000000000000005,False,44
engine_1,1773914476884,True,drift,False,1.6175644397735596,0.037000000000000005,False,86
engine_2,1773914737350,False,normal,True,1.4742697477340698,0.037000000000000005,False,48
turbine_1,1773914737850,False,normal,True,1.277495265007019,0.037000000000000005,False,16
pump_1,1773914738351,True,drift,True,1.0352236032485962,0.037000000000000005,False,70
sensor_1,1773914738852,False,normal,True,1.1784656047821045,0.037000000000000005,False,144
engine_1,1773914739353,True,drift,True,1.1270662546157837,0.037000000000000005,False,13
engine_2,1773914805658,False,normal,True,1.5188369750976562,0.037000000000000005,False,68
turbine_1,1773914806159,True,drift,True,1.288053035736084,0.037000000000000005,False,43
pump_1,1773914806659,True,drift,True,1.0350772142410278,0.037000000000000005,False,49
sensor_1,1773914807160,True,drift,True,1.1682648658752441,0.037000000000000005,False,40
engine_1,1773914807660,True,drift,True,1.2979196310043335,0.037000000000000005,False,33
engine_2,1773915018339,True,drift,False,1.2957912683486938,0.035,False,1994
turbine_1,1773915020601,True,drift,False,1.1545580625534058,0.035,False,62
pump_1,1773915021102,False,normal,False,0.9612939953804016,0.035,False,34
sensor_1,1773915021603,False,normal,False,1.2519279718399048,0.035,False,45
engine_1,1773915022103,True,drift,False,1.0592317581176758,0.035,False,47
engine_2,1773915088609,True,drift,True,1.5303010940551758,0.035,False,116
turbine_1,1773915089111,True,drift,True,1.3758251667022705,0.035,False,21
pump_1,1773915089612,True,drift,True,1.2997890710830688,0.035,False,36
sensor_1,1773915090113,False,normal,True,1.0476094484329224,0.035,False,76
engine_1,1773915090614,True,drift,True,1.249071478843689,0.035,False,30
engine_2,1773915157119,True,drift,True,1.3772261142730713,0.035,False,11
turbine_1,1773915157620,True,drift,True,1.3742505311965942,0.035,False,10
pump_1,1773915158120,True,spike,True,1.6268491744995117,0.035,False,8
sensor_1,1773915158621,False,normal,True,1.2162690162658691,0.035,False,9
engine_1,1773915159122,True,drift,True,1.8133723735809326,0.035,False,9
turbine_1,1773915375471,False,normal,True,1.3389610052108765,0.04,False,101
pump_1,1773915375972,False,normal,True,1.15543794631958,0.04,False,9
sensor_1,1773915376471,False,normal,True,1.16169273853302,0.04,False,11
engine_1,1773915376972,False,normal,True,1.1341090202331543,0.04,False,14
engine_2,1773915377473,False,normal,True,0.9576833248138428,0.04,False,13
turbine_1,1773915443489,True,drift,True,1.2197089195251465,0.04,False,13
pump_1,1773915443989,False,normal,True,1.0128811597824097,0.04,False,10
sensor_1,1773915444490,False,normal,True,1.425847053527832,0.04,False,12
engine_1,1773915444990,False,normal,True,1.086778163909912,0.04,False,14
engine_2,1773915447059,False,normal,True,1.1846336126327515,0.04,False,10
engine_2,1773915701604,False,normal,False,0.9786521792411804,1.4,False,94
turbine_1,1773915702105,True,drift,True,1.73948335647583,1.4,False,12
pump_1,1773915702605,False,normal,False,1.1016583442687988,1.4,False,10
sensor_1,1773915703105,True,drift,True,1.4039007425308228,1.4,False,12
engine_1,1773915703606,True,drift,False,0.9735090732574463,1.4,False,15
engine_2,1773915769931,False,normal,False,1.1352068185806274,1.4,False,11
turbine_1,1773915770431,True,drift,True,1.4736753702163696,1.4,False,11
pump_1,1773915770932,True,drift,False,1.1532725095748901,1.4,False,10
sensor_1,1773915771433,True,drift,False,1.3461506366729736,1.4,False,17
engine_1,1773915771933,True,drift,False,1.0431863069534302,1.4,False,9
engine_2,1773915838431,False,normal,False,1.1489732265472412,1.4,False,16
turbine_1,1773915838931,True,drift,False,1.0936524868011475,1.4,False,18
pump_1,1773915839432,True,drift,False,1.212202548980713,1.4,False,10
sensor_1,1773915839933,True,drift,True,1.534596562385559,1.4,False,11
engine_1,1773915840434,True,drift,False,1.048925757408142,1.4,False,10
engine_2,1773915909646,False,normal,False,1.0699416399002075,1.4,False,19
turbine_1,1773915910147,True,spike,True,1.5076216459274292,1.4,False,8
pump_1,1773915910647,True,drift,False,1.1676331758499146,1.4,False,12
sensor_1,1773915911147,True,drift,True,1.5409135818481445,1.4,False,12
engine_1,1773915911648,True,drift,False,1.1900783777236938,1.4,False,17
engine_2,1773915977997,False,normal,False,1.2578920125961304,1.4,False,12
turbine_1,1773915978498,True,drift,True,1.695174217224121,1.4,False,10
pump_1,1773915978998,True,drift,False,1.3819868564605713,1.4,False,8
sensor_1,1773915979499,True,drift,False,1.122948408126831,1.4,False,13
engine_1,1773915979999,True,drift,False,1.2757493257522583,1.4,False,9
turbine_1,1773916155831,True,drift,False,1.1774673461914062,1.4,False,21
pump_1,1773916156331,True,drift,False,1.3029133081436157,1.4,False,12
sensor_1,1773916156831,True,drift,False,1.3398529291152954,1.4,False,10
engine_1,1773916157331,True,drift,False,1.2399460077285767,1.4,False,13
engine_2,1773916157831,True,drift,True,1.4333546161651611,1.4,False,11
turbine_1,1773916224225,True,drift,True,1.469736933708191,1.4,False,14
pump_1,1773916224725,True,drift,False,1.1310467720031738,1.4,False,11
sensor_1,1773916225226,False,normal,False,1.258878231048584,1.4,False,9
engine_1,1773916225726,True,drift,False,1.3859508037567139,1.4,False,12
engine_2,1773916226227,True,drift,True,1.4869165420532227,1.4,False,9
turbine_1,1773916292511,False,normal,False,1.3682959079742432,1.4,False,22
pump_1,1773916293011,True,drift,False,1.3263664245605469,1.4,False,9
sensor_1,1773916293512,False,normal,False,1.34165620803833,1.4,False,10
engine_1,1773916294011,True,drift,False,1.219906210899353,1.4,False,15
engine_2,1773916294512,True,drift,True,1.4953864812850952,1.4,False,13
turbine_1,1773916360972,False,normal,False,1.1563467979431152,1.4,False,13
pump_1,1773916361473,False,normal,True,1.4102675914764404,1.4,False,10
sensor_1,1773916361974,False,normal,False,1.1581521034240723,1.4,False,10
engine_1,1773916362474,True,drift,False,1.0556588172912598,1.4,False,9
engine_2,1773916362975,True,drift,True,1.5141615867614746,1.4,False,13
engine_2,1773916592890,False,normal,True,1.306264042854309,1.25,False,94
turbine_1,1773916593391,True,noise,False,1.0020325183868408,1.25,False,9
pump_1,1773916593891,False,normal,True,1.3576781749725342,1.25,False,13
sensor_1,1773916594392,False,normal,False,1.016491413116455,1.25,False,14
engine_1,1773916594893,False,normal,False,0.9174191355705261,1.25,False,12
engine_2,1773916661340,False,normal,True,1.3491207361221313,1.25,False,16
turbine_1,1773916661840,True,drift,False,1.0089858770370483,1.25,False,9
pump_1,1773916662341,False,normal,True,1.347169041633606,1.25,False,9
sensor_1,1773916662842,True,drift,False,1.2358365058898926,1.25,False,9
engine_1,1773916663342,False,normal,False,0.9597775340080261,1.25,False,8
engine_2,1773916729833,False,normal,True,1.3435901403427124,1.25,False,14
turbine_1,1773916733327,True,drift,False,1.0403252840042114,1.25,False,11
pump_1,1773916733827,True,drift,False,1.1752606630325317,1.25,False,10
sensor_1,1773916734327,True,drift,True,1.5988705158233643,1.25,False,9
engine_1,1773916734828,True,drift,False,0.9899716973304749,1.25,False,15
engine_2,1773916801359,False,normal,True,1.2564202547073364,1.25,False,16
turbine_1,1773916801859,True,drift,False,1.1885637044906616,1.25,False,13
pump_1,1773916802360,True,drift,True,1.3203692436218262,1.25,False,11
sensor_1,1773916802860,True,drift,True,1.8910109996795654,1.25,False,12
engine_1,1773916803361,True,drift,True,1.3618650436401367,1.25,False,12
engine_2,1773916869912,True,drift,False,1.1420072317123413,1.25,False,20
turbine_1,1773916870413,True,drift,True,1.4371888637542725,1.25,False,10
pump_1,1773916870914,True,drift,True,1.4633362293243408,1.25,False,17
sensor_1,1773916871414,True,drift,True,1.6407220363616943,1.25,False,13
engine_1,1773916871914,True,drift,True,1.4152154922485352,1.25,False,14
engine_2,1773916938433,True,drift,True,1.436313509941101,1.25,False,18
turbine_1,1773916938933,False,normal,True,1.3205230236053467,1.25,False,9
pump_1,1773916939434,True,drift,False,1.1969929933547974,1.25,False,14
sensor_1,1773916939934,False,normal,False,1.183465600013733,1.25,False,13
engine_1,1773916940434,True,drift,True,1.268934726715088,1.25,False,14
turbine_1,1773917155173,True,drift,True,1.4427167177200317,1.0,False,90
pump_1,1773917155674,True,drift,True,1.1343423128128052,1.0,False,13
sensor_1,1773917156174,True,drift,True,1.0632308721542358,1.0,False,13
engine_1,1773917156674,True,drift,True,1.199048638343811,1.0,False,13
engine_2,1773917157175,False,normal,True,1.1490795612335205,1.0,False,10
turbine_1,1773917223748,True,drift,True,1.4914679527282715,1.0,False,16
pump_1,1773917224249,True,drift,True,1.190157413482666,1.0,False,9
sensor_1,1773917224749,True,drift,True,1.5095009803771973,1.0,False,9
engine_1,1773917225249,True,drift,True,1.3543339967727661,1.0,False,10
engine_2,1773917228822,False,normal,False,0.965935230255127,1.0,False,14
turbine_1,1773917295522,True,drift,True,1.489128828048706,1.0,False,14
pump_1,1773917296023,True,drift,True,1.1623355150222778,1.0,False,10
sensor_1,1773917296523,True,drift,True,1.6863620281219482,1.0,False,16
engine_1,1773917297024,True,drift,True,1.1755954027175903,1.0,False,12
engine_2,1773917297524,False,normal,False,0.9033557176589966,1.0,False,10
turbine_1,1773917364157,True,drift,True,1.384442925453186,1.0,False,15
pump_1,1773917364657,False,normal,True,1.052951693534851,1.0,False,14
sensor_1,1773917365157,True,drift,True,1.392400860786438,1.0,False,15
engine_1,1773917365658,True,drift,True,1.0596683025360107,1.0,False,11
engine_2,1773917366158,False,normal,True,1.1169792413711548,1.0,False,14
turbine_1,1773917432813,True,drift,True,1.3059922456741333,1.0,False,16
pump_1,1773917433313,False,normal,True,1.056827187538147,1.0,False,10
sensor_1,1773917433813,False,normal,True,1.2162983417510986,1.0,False,17
engine_1,1773917434314,False,normal,True,1.5053207874298096,1.0,False,10
engine_2,1773917434814,False,normal,True,1.09195876121521,1.0,False,10
turbine_1,1773917501475,True,drift,True,1.4956713914871216,1.0,False,21
pump_1,1773917501975,True,drift,True,1.331667184829712,1.0,False,10
sensor_1,1773917502475,False,normal,True,1.0905711650848389,1.0,False,11
engine_1,1773917502976,False,normal,True,1.6705851554870605,1.0,False,13
engine_2,1773917503476,False,normal,False,0.9648479223251343,1.0,False,10
turbine_1,1773917570156,True,drift,True,1.4892561435699463,1.0,False,19
pump_1,1773917570656,True,drift,True,1.8612339496612549,1.0,False,10
sensor_1,1773917571157,True,drift,True,1.282926082611084,1.0,False,18
engine_1,1773917571657,True,drift,True,1.2446037530899048,1.0,False,9
engine_2,1773917572157,True,drift,True,1.2473098039627075,1.0,False,14
turbine_1,1773917638810,False,normal,True,1.7062857151031494,1.57381027729105,True,14
pump_1,1773917639311,True,drift,True,1.9620611667633057,1.6499395148286946,False,8
sensor_1,1773917639811,True,drift,False,1.3823009729385376,1.551009890648025,False,10
engine_1,1773917640312,True,drift,False,1.1482523679733276,1.4965874016875975,True,11
engine_2,1773917640812,True,drift,True,1.3956751823425293,1.3269075960290573,True,9
turbine_1,1773917707468,False,normal,True,1.7196940183639526,1.6301311637992568,True,13
pump_1,1773917707968,True,drift,True,1.701910376548767,1.6910489915322122,False,12
sensor_1,1773917708468,True,drift,True,1.6577268838882446,1.5551986659325456,False,9
engine_1,1773917708969,True,drift,False,1.2410690784454346,1.475558780435685,True,12
engine_2,1773917709469,True,drift,False,1.2788238525390625,1.3460603039130177,True,9
turbine_1,1773917776100,False,normal,False,1.1570490598678589,1.6431024593627843,True,22
pump_1,1773917776600,False,normal,False,1.533950686454773,1.7554726118367652,True,12
sensor_1,1773917777102,True,drift,True,1.6367034912109375,1.6092318286956875,False,16
engine_1,1773917777603,True,drift,False,1.452602505683899,1.5014093778215405,True,13
engine_2,1773917778103,True,drift,False,1.1841143369674683,1.2918339724816523,True,9
turbine_1,1773917844770,False,normal,False,0.9240450263023376,1.667485387153431,True,21
pump_1,1773917845271,False,normal,False,1.3471792936325073,1.76436768621911,True,11
sensor_1,1773917845771,True,drift,False,1.4108091592788696,1.633253970599327,True,12
engine_1,1773917846272,False,normal,False,1.3727813959121704,1.5157740044584438,True,10
engine_2,1773917846772,False,normal,False,1.263116717338562,1.3091415837049423,True,20
turbine_1,1773917913468,False,normal,False,0.956034243106842,1.6535750777846274,True,14
pump_1,1773917913968,False,normal,False,1.3215630054473877,1.7695319774333906,True,13
sensor_1,1773917914468,False,normal,False,1.3409816026687622,1.5969731792900108,False,9
engine_1,1773917914969,False,normal,False,1.292027235031128,1.5093944846319636,True,12
engine_2,1773917915469,True,drift,False,1.2134809494018555,1.3220867213818301,True,13
turbine_1,1773917982107,True,drift,False,1.0070801973342896,1.6229979025557402,True,13
pump_1,1773917982607,False,normal,False,1.236048936843872,1.7705411092238088,True,9
sensor_1,1773917983108,True,spike,False,1.2028403282165527,1.5326917488419403,False,11
engine_1,1773917983609,False,normal,False,1.2188321352005005,1.5104068928891943,True,16
engine_2,1773917984109,True,drift,False,1.117302417755127,1.3014929850669743,False,9
turbine_1,1773918050817,True,drift,False,1.1681324243545532,1.5754363776193487,False,14
pump_1,1773918051318,True,drift,False,1.521663784980774,1.7855080178856755,True,19
sensor_1,1773918053021,True,drift,False,1.2046393156051636,1.5373855490238304,True,17
engine_1,1773918055325,False,normal,False,1.3630013465881348,1.514932561134275,True,12
engine_2,1773918055826,True,drift,True,1.4344663619995117,1.3518834979983667,False,9
turbine_1,1773918122515,True,drift,False,1.3098071813583374,1.575837835458581,False,20
pump_1,1773918123016,True,drift,False,1.8229997158050537,1.8341250765096926,True,17
sensor_1,1773918123516,True,drift,False,1.1257147789001465,1.5375094021798128,True,12
engine_1,1773918124017,True,drift,True,1.6074942350387573,1.539615998880231,True,15
engine_2,1773918124518,True,drift,True,1.4584962129592896,1.412871959510979,True,10
turbine_1,1773918191184,True,drift,False,1.2720524072647095,1.5727416655904567,True,13
pump_1,1773918191684,True,drift,False,1.6497819423675537,1.8529090998516318,True,9
sensor_1,1773918192184,True,drift,False,1.1679390668869019,1.535459615427203,True,20
engine_1,1773918192685,True,drift,False,1.3101060390472412,1.4504328337472199,False,17
engine_2,1773918193185,False,normal,False,1.1037408113479614,1.4000583750189473,True,9
turbine_1,1773918259867,False,normal,False,1.1643834114074707,1.5307097659432112,True,15
